79,2,0,1,3,3977861
72,2,0,1,3,3588273
67,2,0,1,3,3366357
65,2,0,1,3,3250938
64,2,0,1,3,3177586
63,2,0,1,3,3166458
65,2,0,1,3,3218413
66,2,0,1,3,3314369
70,2,0,1,3,3505127
76,2,0,1,3,3787278
86,2,0,1,3,4307912
107,2,0,1,3,5373743
207,2,0,1,3,10309332
278,2,3,1,0,13931332
117,2,3,1,0,5851052
90,2,3,1,0,4490326
78,2,3,1,0,3899454
71,2,3,1,0,3549566
67,2,3,1,0,3358422
65,2,3,1,0,3237489
63,2,3,1,0,3174273
64,2,3,1,0,3163765
64,2,3,1,0,3232257
67,2,3,1,0,3331504
71,2,3,1,0,3535030
77,2,3,1,0,3850254
88,2,3,1,0,4438156
114,2,3,1,0,5676456
328,2,3,1,0,16419396
180,1,3,2,0,8978036
105,1,3,2,0,5240508
85,1,3,2,0,4267390
75,1,3,2,0,3753634
70,1,3,2,0,3473898
66,1,3,2,0,3299567
64,1,3,2,0,3215171
63,1,3,2,0,3160780
64,1,3,2,0,3185096
65,1,3,2,0,3258090
68,1,3,2,0,3402214
73,1,3,2,0,3621866
80,1,3,2,0,4018514
94,1,3,2,0,4722180
131,1,3,2,0,6532013
326,1,3,2,3,16311344
151,1,0,2,3,7556694
100,1,0,2,3,4991281
83,1,0,2,3,4153363
74,1,0,2,3,3697465
69,1,0,2,3,3446286
66,1,0,2,3,3285399
64,1,0,2,3,3205551
63,1,0,2,3,3170834
64,1,0,2,3,3186702
66,1,0,2,3,3283124
68,1,0,2,3,3421948
74,1,0,2,3,3682880
82,1,0,2,3,4114728
99,1,0,2,3,4947442
146,1,0,2,3,7280944
352,1,0,1,3,17620494
126,2,0,1,3,6276470
93,2,0,1,3,4660966
80,2,0,1,3,3983752
71,2,0,1,3,3597830
68,2,0,1,3,3372264
65,2,0,1,3,3261284
64,2,0,1,3,3183540
63,2,0,1,3,3171506
65,2,0,1,3,3225737
66,2,0,1,3,3327078
71,2,0,1,3,3514869
76,2,0,1,3,3800644
86,2,0,1,3,4326704
109,2,0,1,3,5418630
217,2,0,1,3,10893882
262,2,3,1,0,13103365
119,2,3,1,0,5906214
90,2,3,1,0,4520745
78,2,3,1,0,3914668
72,2,3,1,0,3563048
67,2,3,1,0,3369009
65,2,3,1,0,3247939
64,2,3,1,0,3182344
63,2,3,1,0,3172354
65,2,3,1,0,3244386
67,2,3,1,0,3343716
71,2,3,1,0,3549264
77,2,3,1,0,3866489
90,2,3,1,0,4471021
114,2,3,1,0,5737416
316,2,3,1,0,15802000
186,1,3,2,0,9304511
106,1,3,2,0,5293689
86,1,3,2,0,4287702
75,1,3,2,0,3772992
70,1,3,2,0,3489433
67,1,3,2,0,3313493
64,1,3,2,0,3224611
63,1,3,2,0,3170847
64,1,3,2,0,3196064
66,1,3,2,0,3273312
68,1,3,2,0,3413830
73,1,3,2,0,3638078
81,1,3,2,0,4038326
95,1,3,2,0,4763640
132,1,3,2,0,6625504
316,1,3,2,3,15800452
155,1,0,2,3,7728656
101,1,0,2,3,5042367
83,1,0,2,3,4173557
75,1,0,2,3,3713274
69,1,0,2,3,3463878
66,1,0,2,3,3294844
64,1,0,2,3,3216070
64,1,0,2,3,3177840
64,1,0,2,3,3198930
66,1,0,2,3,3293732
68,1,0,2,3,3432117
74,1,0,2,3,3692815
83,1,0,2,3,4138940
99,1,0,2,3,4978482
148,1,0,2,3,7386683
346,1,0,1,3,17288293
127,2,0,1,3,6346898
93,2,0,1,3,4682234
80,2,0,1,3,3998868
73,2,0,1,3,3609460
67,2,0,1,3,3384599
66,2,0,1,3,3266190
63,2,0,1,3,3189361
64,2,0,1,3,3181216
65,2,0,1,3,3233102
66,2,0,1,3,3330638
71,2,0,1,3,3520192
76,2,0,1,3,3811536
87,2,0,1,3,4345516
109,2,0,1,3,5440378
227,2,0,1,3,11370152
250,2,3,1,0,12504406
119,2,3,1,0,5939522
91,2,3,1,0,4528899
78,2,3,1,0,3922671
71,2,3,1,0,3570520
68,2,3,1,0,3373894
65,2,3,1,0,3250407
64,2,3,1,0,3185682
63,2,3,1,0,3177327
65,2,3,1,0,3245838
67,2,3,1,0,3346641
71,2,3,1,0,3550441
77,2,3,1,0,3872836
90,2,3,1,0,4469752
115,2,3,1,0,5739161
315,2,3,1,0,15779269
187,1,3,2,0,9325536
106,1,3,2,0,5293968
85,1,3,2,0,4292533
76,1,3,2,0,3773703
70,1,3,2,0,3491104
66,1,3,2,0,3311654
64,1,3,2,0,3224404
64,1,3,2,0,3172323
64,1,3,2,0,3195591
65,1,3,2,0,3271642
69,1,3,2,0,3412296
72,1,3,2,0,3639092
81,1,3,2,0,4037612
95,1,3,2,0,4760764
133,1,3,2,0,6623719
317,1,3,2,3,15841524
154,1,0,2,3,7717791
101,1,0,2,3,5028814
83,1,0,2,3,4172075
74,1,0,2,3,3712162
69,1,0,2,3,3457583
66,1,0,2,3,3293586
65,1,0,2,3,3214754
63,1,0,2,3,3178196
64,1,0,2,3,3193668
66,1,0,2,3,3287774
68,1,0,2,3,3430364
74,1,0,2,3,3688924
83,1,0,2,3,4129520
99,1,0,2,3,4961487
147,1,0,2,3,7343909
349,1,0,1,3,17436500
126,2,0,1,3,6314568
93,2,0,1,3,4670158
80,2,0,1,3,3994629
72,2,0,1,3,3601186
68,2,0,1,3,3377245
65,2,0,1,3,3262900
64,2,0,1,3,3184484
63,2,0,1,3,3177158
65,2,0,1,3,3224790
66,2,0,1,3,3325908
70,2,0,1,3,3514374
77,2,0,1,3,3804294
86,2,0,1,3,4329138
108,2,0,1,3,5417125
217,2,0,1,3,10847107
264,2,3,1,0,13168626
118,2,3,1,0,5898544
90,2,3,1,0,4514176
78,2,3,1,0,3913456
71,2,3,1,0,3556752
68,2,3,1,0,3370809
65,2,3,1,0,3244457
63,2,3,1,0,3182415
64,2,3,1,0,3167788
65,2,3,1,0,3239751
66,2,3,1,0,3338962
71,2,3,1,0,3544898
77,2,3,1,0,3859223
90,2,3,1,0,4455365
114,2,3,1,0,5714006
322,2,3,1,0,16092002
183,1,3,2,0,9141824
105,1,3,2,0,5272243
86,1,3,2,0,4279708
75,1,3,2,0,3763570
69,1,3,2,0,3482905
67,1,3,2,0,3306485
64,1,3,2,0,3220254
63,1,3,2,0,3166054
64,1,3,2,0,3189186
65,1,3,2,0,3267203
69,1,3,2,0,3408616
72,1,3,2,0,3631504
81,1,3,2,0,4028156
95,1,3,2,0,4744528
131,1,3,2,0,6582001
321,1,3,2,3,16036639
153,1,0,2,3,7640326
100,1,0,2,3,5014054
83,1,0,2,3,4162846
74,1,0,2,3,3702560
70,1,0,2,3,3455066
65,1,0,2,3,3288232
65,1,0,2,3,3210828
63,1,0,2,3,3171256
64,1,0,2,3,3190630
66,1,0,2,3,3286798
68,1,0,2,3,3425986
74,1,0,2,3,3682120
82,1,0,2,3,4121718
99,1,0,2,3,4955982
146,1,0,2,3,7305140
351,1,0,1,3,17536338
126,2,0,1,3,6290588
93,2,0,1,3,4665046
80,2,0,1,3,3986128
72,2,0,1,3,3596338
67,2,0,1,3,3375805
66,2,0,1,3,3259045
63,2,0,1,3,3181820
64,2,0,1,3,3172108
64,2,0,1,3,3226192
67,2,0,1,3,3325486
70,2,0,1,3,3510928
76,2,0,1,3,3799799
86,2,0,1,3,4323487
109,2,0,1,3,5412568
215,2,0,1,3,10794424
265,2,3,1,0,13235786
118,2,3,1,0,5898194
90,2,3,1,0,4512855
79,2,3,1,0,3909994
71,2,3,1,0,3559283
67,2,3,1,0,3368808
65,2,3,1,0,3243516
64,2,3,1,0,3179054
63,2,3,1,0,3170251
65,2,3,1,0,3241879
67,2,3,1,0,3340747
71,2,3,1,0,3541249
77,2,3,1,0,3861254
89,2,3,1,0,4461898
114,2,3,1,0,5713414
321,2,3,1,0,16035301
183,1,3,2,0,9173249
106,1,3,2,0,5279966
86,1,3,2,0,4278650
75,1,3,2,0,3767622
70,1,3,2,0,3485484
66,1,3,2,0,3309194
64,1,3,2,0,3220304
64,1,3,2,0,3168200
64,1,3,2,0,3194004
65,1,3,2,0,3269306
68,1,3,2,0,3410710
73,1,3,2,0,3632497
80,1,3,2,0,4036260
96,1,3,2,0,4752121
132,1,3,2,0,6602676
318,1,3,2,3,15912010
154,1,0,2,3,7690858
100,1,0,2,3,5026940
84,1,0,2,3,4168469
74,1,0,2,3,3711383
69,1,0,2,3,3459274
66,1,0,2,3,3292402
64,1,0,2,3,3212952
64,1,0,2,3,3178635
64,1,0,2,3,3196263
65,1,0,2,3,3293306
69,1,0,2,3,3428594
74,1,0,2,3,3694152
83,1,0,2,3,4136841
99,1,0,2,3,4976349
148,1,0,2,3,7394548
345,1,0,1,3,17255198
127,2,0,1,3,6347923
94,2,0,1,3,4683613
80,2,0,1,3,4001946
72,2,0,1,3,3609596
68,2,0,1,3,3382866
65,2,0,1,3,3267614
64,2,0,1,3,3191466
63,2,0,1,3,3181130
65,2,0,1,3,3234518
67,2,0,1,3,3335136
70,2,0,1,3,3522484
77,2,0,1,3,3813354
87,2,0,1,3,4348557
109,2,0,1,3,5455344
235,2,0,1,3,11760319
240,2,3,1,0,12023004
119,2,3,1,0,5955566
91,2,3,1,0,4539196
79,2,3,1,0,3929298
71,2,3,1,0,3574202
68,2,3,1,0,3375130
65,2,3,1,0,3252616
64,2,3,1,0,3191428
63,2,3,1,0,3179264
65,2,3,1,0,3249416
67,2,3,1,0,3350564
71,2,3,1,0,3557738
78,2,3,1,0,3878130
90,2,3,1,0,4480441
115,2,3,1,0,5770793
310,2,3,1,0,15502616
190,1,3,2,0,9475768
106,1,3,2,0,5316698
86,1,3,2,0,4300902
76,1,3,2,0,3783286
70,1,3,2,0,3496568
66,1,3,2,0,3317876
65,1,3,2,0,3231382
63,1,3,2,0,3177954
64,1,3,2,0,3202538
66,1,3,2,0,3275976
68,1,3,2,0,3422136
73,1,3,2,0,3647962
81,1,3,2,0,4050268
96,1,3,2,0,4780744
133,1,3,2,0,6682727
311,1,3,2,3,15540553
157,1,0,2,3,7822314
101,1,0,2,3,5064526
84,1,0,2,3,4186072
74,1,0,2,3,3723096
69,1,0,2,3,3470952
66,1,0,2,3,3298782
65,1,0,2,3,3223678
64,1,0,2,3,3186801
64,1,0,2,3,3202906
66,1,0,2,3,3299203
69,1,0,2,3,3442666
74,1,0,2,3,3701603
83,1,0,2,3,4151281
100,1,0,2,3,5002460
149,1,0,2,3,7470024
341,1,0,1,3,17029722
127,2,0,1,3,6390678
95,2,0,1,3,4702978
80,2,0,1,3,4013338
72,2,0,1,3,3616418
68,2,0,1,3,3389446
65,2,0,1,3,3274868
64,2,0,1,3,3196067
64,2,0,1,3,3186359
65,2,0,1,3,3236326
67,2,0,1,3,3341706
70,2,0,1,3,3529336
77,2,0,1,3,3822708
87,2,0,1,3,4359535
109,2,0,1,3,5478315
384,2,0,1,3,19158447
157,1,0,2,3,7846935
101,1,0,2,3,5067346
84,1,0,2,3,4190678
74,1,0,2,3,3724818
70,1,0,2,3,3469724
66,1,0,2,3,3304433
64,1,0,2,3,3223505
64,1,0,2,3,3186704
64,1,0,2,3,3202664
66,1,0,2,3,3301104
69,1,0,2,3,3442616
74,1,0,2,3,3702116
83,1,0,2,3,4149580
100,1,0,2,3,5004900
149,1,0,2,3,7471278
341,1,0,1,3,17014878
127,2,0,1,3,6389480
95,2,0,1,3,4705079
80,2,0,1,3,4013174
72,2,0,1,3,3615399
68,2,0,1,3,3391058
65,2,0,1,3,3273514
64,2,0,1,3,3192060
64,2,0,1,3,3188434
65,2,0,1,3,3237596
67,2,0,1,3,3337204
70,2,0,1,3,3526571
76,2,0,1,3,3819327
88,2,0,1,3,4360057
109,2,0,1,3,5469399
385,2,0,1,3,19226850
156,1,0,2,3,7815173
101,1,0,2,3,5058555
84,1,0,2,3,4186184
74,1,0,2,3,3716462
70,1,0,2,3,3470632
66,1,0,2,3,3298912
64,1,0,2,3,3225620
64,1,0,2,3,3178208
64,1,0,2,3,3203051
66,1,0,2,3,3296463
68,1,0,2,3,3438760
74,1,0,2,3,3693819
83,1,0,2,3,4147802
100,1,0,2,3,4986683
148,1,0,2,3,7423254
344,1,0,1,3,17170969
127,2,0,1,3,6366483
94,2,0,1,3,4689042
80,2,0,1,3,4006916
72,2,0,1,3,3610038
68,2,0,1,3,3384534
65,2,0,1,3,3270896
64,2,0,1,3,3188774
64,2,0,1,3,3183814
65,2,0,1,3,3235588
66,2,0,1,3,3334532
71,2,0,1,3,3521942
76,2,0,1,3,3816050
87,2,0,1,3,4347201
109,2,0,1,3,5454657
235,2,0,1,3,11733854
241,2,3,1,0,12043596
119,2,3,1,0,5956382
90,2,3,1,0,4534336
79,2,3,1,0,3925976
71,2,3,1,0,3572507
68,2,3,1,0,3376823
65,2,3,1,0,3251166
64,2,3,1,0,3185098
63,2,3,1,0,3180872
65,2,3,1,0,3245984
67,2,3,1,0,3346103
71,2,3,1,0,3553709
78,2,3,1,0,3874176
89,2,3,1,0,4476070
115,2,3,1,0,5744934
313,2,3,1,0,15650108
188,1,3,2,0,9393502
106,1,3,2,0,5301990
86,1,3,2,0,4297400
75,1,3,2,0,3776385
70,1,3,2,0,3494398
67,1,3,2,0,3312793
64,1,3,2,0,3225443
64,1,3,2,0,3172822
64,1,3,2,0,3198303
65,1,3,2,0,3272839
68,1,3,2,0,3416277
73,1,3,2,0,3641415
81,1,3,2,0,4044347
95,1,3,2,0,4771167
134,1,3,2,0,6656875
313,1,3,2,3,15656354
155,1,0,2,3,7768354
101,1,0,2,3,5039444
83,1,0,2,3,4177056
75,1,0,2,3,3718476
69,1,0,2,3,3460478
66,1,0,2,3,3297603
64,1,0,2,3,3216246
64,1,0,2,3,3182312
64,1,0,2,3,3196911
66,1,0,2,3,3295078
68,1,0,2,3,3431090
74,1,0,2,3,3698874
83,1,0,2,3,4134696
100,1,0,2,3,4981128
148,1,0,2,3,7412032
344,1,0,1,3,17210862
127,2,0,1,3,6353866
94,2,0,1,3,4687304
80,2,0,1,3,4004839
72,2,0,1,3,3607727
68,2,0,1,3,3383184
65,2,0,1,3,3268066
64,2,0,1,3,3192676
64,2,0,1,3,3181218
64,2,0,1,3,3234155
67,2,0,1,3,3333673
71,2,0,1,3,3524624
76,2,0,1,3,3814891
87,2,0,1,3,4345299
109,2,0,1,3,5460798
236,2,0,1,3,11823462
239,2,3,1,0,11938308

────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
MicroPython v1.14 on 2021-03-12; Raspberry Pi Pico with RP2040

Type "help()" for more information.
>>> 
