n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
6458,56888,-65
6459,56893,-66
6460,56899,-67
6461,56905,-68
6462,56910,-69
6463,56915,-70
6464,56921,-71
6465,56927,-72
6466,56932,-73
6467,56938,-74
6468,56943,-75
6469,56949,-76
6470,56954,-77
6471,56960,-78
6472,56966,-79
6473,56972,-80
6474,56978,-81
6475,56984,-82
6476,56990,-83
6477,56996,-84
6478,57002,-85
6479,57008,-86
6480,57014,-87
6481,57021,-88
6482,57026,-89
6483,57033,-90
6484,57039,-91
6485,57046,-92
6486,57052,-93
6487,57059,-94
6488,57066,-95
6489,57073,-96
6490,57079,-97
6491,57086,-98
6492,57094,-99
6493,57101,-100
6494,57108,-101
6495,57115,-102
6496,57123,-103
6497,57131,-104
6498,57138,-105
6499,57146,-106
6500,57155,-107
6501,57163,-108
6502,57171,-109
6503,57180,-110
6504,57189,-111
6505,57198,-112
6506,57207,-113
6507,57217,-114
6508,57228,-115
6509,57238,-116
6510,57248,-117
6511,57260,-118
6512,57272,-119
6513,57286,-120
6514,57298,-121
6515,57313,-122
6516,57329,-123
6517,57348,-124
6518,57367,-125
6519,57393,-126
6520,57431,-127
6521,57529,-126
6522,57566,-125
6523,57592,-124
6524,57611,-123
6525,57629,-122
6526,57645,-121
6527,57660,-120
6528,57672,-119
6529,57686,-118
6530,57698,-117
6531,57709,-116
6532,57720,-115
6533,57730,-114
6534,57740,-113
6535,57750,-112
6536,57759,-111
6537,57769,-110
6538,57778,-109
6539,57787,-108
6540,57794,-107
6541,57803,-106
6542,57811,-105
6543,57819,-104
6544,57827,-103
6545,57834,-102
6546,57842,-101
6547,57850,-100
6548,57856,-99
6549,57864,-98
6550,57871,-97
6551,57878,-96
6552,57885,-95
6553,57892,-94
6554,57898,-93
6555,57905,-92
6556,57911,-91
6557,57918,-90
6558,57924,-89
6559,57931,-88
6560,57937,-87
6561,57943,-86
6562,57950,-85
6563,57956,-84
6564,57961,-83
6565,57968,-82
6566,57974,-81
6567,57980,-80
6568,57985,-79
6569,57991,-78
6570,57997,-77
6571,58003,-76
6572,58008,-75
6573,58014,-74
6574,58020,-73
6575,58026,-72
6576,58031,-71
6577,58036,-70
6578,58042,-69
6579,58048,-68
6580,58053,-67
6581,58058,-66
6582,58064,-65
6583,58069,-64
6584,58074,-63
6585,58080,-62
6586,58085,-61
6587,58091,-60
6588,58096,-59
6589,58101,-58
6590,58106,-57
6591,58112,-56
6592,58116,-55
6593,58122,-54
6594,58127,-53
6595,58132,-52
6596,58137,-51
6597,58142,-50
6598,58148,-49
6599,58153,-48
6600,58158,-47
6601,58163,-46
6602,58168,-45
6603,58173,-44
6604,58178,-43
6605,58183,-42
6606,58188,-41
6607,58193,-40
6608,58198,-39
6609,58203,-38
6610,58208,-37
6611,58213,-36
6612,58218,-35
6613,58223,-34
6614,58228,-33
6615,58233,-32
6616,58238,-31
6617,58243,-30
6618,58248,-29
6619,58253,-28
6620,58258,-27
6621,58263,-26
6622,58268,-25
6623,58273,-24
6624,58278,-23
6625,58283,-22
6626,58288,-21
6627,58293,-20
6628,58298,-19
6629,58303,-18
6630,58308,-17
6631,58313,-16
6632,58318,-15
6633,58323,-14
6634,58328,-13
6635,58333,-12
6636,58338,-11
6637,58343,-10
6638,58348,-9
6639,58354,-8
6640,58358,-7
6641,58363,-6
6642,58369,-5
6643,58374,-4
6644,58379,-3
6645,58384,-2
6646,58389,-1
6647,58394,0
6648,58399,1
6649,58405,2
6650,58410,3
6651,58415,4
6652,58420,5
6653,58426,6
6654,58431,7
6655,58436,8
6656,58441,9
6657,58447,10
6658,58452,11
6659,58458,12
6660,58463,13
6661,58469,14
6662,58474,15
6663,58480,16
6664,58485,17
6665,58491,18
6666,58496,19
6667,58502,20
6668,58507,21
6669,58513,22
6670,58519,23
6671,58525,24
6672,58530,25
6673,58536,26
6674,58542,27
6675,58548,28
6676,58554,29
6677,58560,30
6678,58567,31
6679,58573,32
6680,58579,33
6681,58585,34
6682,58591,35
6683,58598,36
6684,58604,37
6685,58611,38
6686,58617,39
6687,58624,40
6688,58631,41
6689,58638,42
6690,58645,43
6691,58652,44
6692,58659,45
6693,58666,46
6694,58673,47
6695,58681,48
6696,58688,49
6697,58696,50
6698,58704,51
6699,58713,52
6700,58720,53
6701,58729,54
6702,58738,55
6703,58747,56
6704,58755,57
6705,58765,58
6706,58775,59
6707,58785,60
6708,58795,61
6709,58806,62
6710,58817,63
6711,58829,64
6712,58841,65
6713,58854,66
6714,58869,67
6715,58885,68
6716,58901,69
6717,58921,70
6718,58944,71
6719,58977,72
6720,59102,71
6721,59134,70
6722,59158,69
6723,59178,68
6724,59194,67
6725,59209,66
6726,59224,65
6727,59237,64
6728,59249,63
6729,59261,62
6730,59272,61
6731,59284,60
6732,59293,59
6733,59304,58
6734,59313,57
6735,59323,56
6736,59331,55
6737,59340,54
6738,59349,53
6739,59358,52
6740,59365,51
6741,59374,50
6742,59382,49
6743,59390,48
6744,59397,47
6745,59404,46
6746,59412,45
6747,59419,44
6748,59426,43
6749,59433,42
6750,59440,41
6751,59447,40
6752,59453,39
6753,59460,38
6754,59467,37
6755,59474,36
6756,59480,35
6757,59486,34
6758,59493,33
6759,59499,32
6760,59505,31
6761,59511,30
6762,59517,29
6763,59524,28
6764,59529,27
6765,59535,26
6766,59541,25
6767,59547,24
6768,59553,23
6769,59559,22
6770,59565,21
6771,59570,20
6772,59576,19
6773,59581,18
6774,59587,17
6775,59593,16
6776,59598,15
6777,59604,14
6778,59609,13
6779,59615,12
6780,59620,11
6781,59625,10
6782,59631,9
6783,59636,8
6784,59641,7
6785,59647,6
6786,59652,5
6787,59657,4
6788,59662,3
6789,59668,2
6790,59673,1
6791,59678,0
6792,59683,-1
6793,59688,-2
6794,59694,-3
6795,59699,-4
6796,59704,-5
6797,59709,-6
6798,59714,-7
6799,59719,-8
6800,59724,-9
6801,59729,-10
6802,59734,-11
6803,59740,-12
6804,59744,-13
6805,59749,-14
6806,59754,-15
6807,59760,-16
6808,59764,-17
6809,59769,-18
6810,59775,-19
6811,59780,-20
6812,59784,-21
6813,59789,-22
6814,59795,-23
6815,59800,-24
6816,59804,-25
6817,59809,-26
6818,59815,-27
6819,59820,-28
6820,59824,-29
6821,59829,-30
6822,59834,-31
6823,59839,-32
6824,59844,-33
6825,59849,-34
6826,59854,-35
6827,59859,-36
6828,59864,-37
6829,59869,-38
6830,59874,-39
6831,59879,-40
6832,59884,-41
6833,59889,-42
6834,59894,-43
6835,59900,-44
6836,59904,-45
6837,59909,-46
6838,59915,-47
6839,59920,-48
6840,59924,-49
6841,59930,-50
6842,59935,-51
6843,59940,-52
6844,59945,-53
6845,59950,-54
6846,59956,-55
6847,59961,-56
6848,59966,-57
6849,59971,-58
6850,59976,-59
6851,59982,-60
6852,59987,-61
6853,59992,-62
6854,59998,-63
6855,60003,-64
6856,60008,-65
6857,60013,-66
6858,60019,-67
6859,60024,-68
6860,60030,-69
6861,60035,-70
6862,60041,-71
6863,60046,-72
6864,60052,-73
6865,60057,-74
6866,60063,-75
6867,60069,-76
6868,60074,-77
6869,60080,-78
6870,60086,-79
6871,60092,-80
6872,60097,-81
6873,60104,-82
6874,60110,-83
6875,60116,-84
6876,60121,-85
6877,60128,-86
6878,60134,-87
6879,60140,-88
6880,60146,-89
6881,60153,-90
6882,60159,-91
6883,60166,-92
6884,60172,-93
6885,60179,-94
6886,60185,-95
6887,60192,-96
6888,60199,-97
6889,60206,-98
6890,60213,-99
6891,60220,-100
6892,60227,-101
6893,60235,-102
6894,60242,-103
6895,60250,-104
6896,60257,-105
6897,60265,-106
6898,60274,-107
6899,60282,-108
6900,60290,-109
6901,60299,-110
6902,60308,-111
6903,60317,-112
6904,60326,-113
6905,60336,-114
6906,60346,-115
6907,60357,-116
6908,60367,-117
6909,60379,-118
6910,60391,-119
6911,60404,-120
6912,60416,-121
6913,60431,-122
6914,60447,-123
6915,60465,-124
6916,60483,-125
6917,60508,-126
6918,60543,-127
6919,60657,-126
6920,60691,-125
6921,60715,-124
6922,60734,-123
6923,60752,-122
6924,60767,-121
6925,60782,-120
6926,60795,-119
6927,60807,-118
6928,60820,-117
6929,60831,-116
6930,60841,-115
6931,60852,-114
6932,60862,-113
6933,60872,-112
6934,60881,-111
6935,60890,-110
6936,60899,-109
6937,60908,-108
6938,60916,-107
6939,60924,-106
6940,60932,-105
6941,60941,-104
6942,60948,-103
6943,60956,-102
6944,60963,-101
6945,60971,-100
6946,60977,-99
6947,60985,-98
6948,60992,-97
6949,60999,-96
6950,61005,-95
6951,61012,-94
6952,61019,-93
6953,61026,-92
6954,61032,-91
6955,61039,-90
6956,61045,-89
6957,61052,-88
6958,61057,-87
6959,61064,-86
6960,61070,-85
6961,61076,-84
6962,61082,-83
6963,61088,-82
6964,61094,-81
6965,61100,-80
6966,61106,-79
6967,61112,-78
6968,61118,-77
6969,61123,-76
6970,61129,-75
6971,61135,-74
6972,61140,-73
6973,61146,-72
6974,61151,-71
6975,61157,-70
6976,61162,-69
6977,61168,-68
6978,61173,-67
6979,61179,-66
6980,61184,-65
6981,61190,-64
6982,61195,-63
6983,61200,-62
6984,61206,-61
6985,61211,-60
6986,61216,-59
6987,61221,-58
6988,61226,-57
6989,61232,-56
6990,61237,-55
6991,61242,-54
6992,61247,-53
6993,61252,-52
6994,61257,-51
6995,61263,-50
6996,61268,-49
6997,61273,-48
6998,61278,-47
6999,61283,-46
7000,61288,-45
7001,61293,-44
7002,61298,-43
7003,61303,-42
7004,61308,-41
7005,61313,-40
7006,61318,-39
7007,61323,-38
7008,61328,-37
7009,61333,-36
7010,61338,-35
7011,61343,-34
7012,61348,-33
7013,61353,-32
7014,61358,-31
7015,61363,-30
7016,61368,-29
7017,61373,-28
7018,61378,-27
7019,61383,-26
7020,61388,-25
7021,61393,-24
7022,61398,-23
7023,61403,-22
7024,61408,-21
7025,61413,-20
7026,61418,-19
7027,61423,-18
7028,61428,-17
7029,61433,-16
7030,61438,-15
7031,61443,-14
7032,61448,-13
7033,61453,-12
7034,61458,-11
7035,61463,-10
7036,61468,-9
7037,61473,-8
7038,61478,-7
7039,61483,-6
7040,61488,-5
7041,61494,-4
7042,61498,-3
7043,61504,-2
7044,61509,-1
7045,61514,0
7046,61519,1
7047,61524,2
7048,61530,3
7049,61535,4
7050,61540,5
7051,61545,6
7052,61551,7
7053,61556,8
7054,61561,9
7055,61566,10
7056,61572,11
7057,61577,12
7058,61582,13
7059,61588,14
7060,61594,15
7061,61599,16
7062,61604,17
7063,61610,18
7064,61616,19
7065,61621,20
7066,61627,21
7067,61633,22
7068,61638,23
7069,61644,24
7070,61650,25
7071,61656,26
7072,61662,27
7073,61668,28
7074,61673,29
7075,61680,30
7076,61686,31
7077,61692,32
7078,61698,33
7079,61704,34
7080,61711,35
7081,61717,36
7082,61723,37
7083,61730,38
7084,61736,39
7085,61743,40
7086,61750,41
7087,61757,42
7088,61764,43
7089,61771,44
7090,61777,45
7091,61785,46
7092,61792,47
7093,61800,48
7094,61807,49
7095,61815,50
7096,61823,51
7097,61831,52
7098,61839,53
7099,61848,54
7100,61856,55
7101,61865,56
7102,61874,57
7103,61883,58
7104,61893,59
7105,61903,60
7106,61913,61
7107,61924,62
7108,61935,63
7109,61947,64
7110,61958,65
7111,61972,66
7112,61986,67
7113,62002,68
7114,62017,69
7115,62037,70
7116,62060,71
7117,62090,72
7118,62152,73
7119,62177,72
7120,62229,71
7121,62259,70
7122,62281,69
7123,62301,68
7124,62316,67
7125,62332,66
7126,62346,65
7127,62359,64
7128,62371,63
7129,62383,62
7130,62394,61
7131,62405,60
7132,62414,59
7133,62425,58
7134,62434,57
7135,62444,56
7136,62452,55
7137,62461,54
7138,62470,53
7139,62479,52
7140,62486,51
7141,62494,50
7142,62502,49
7143,62510,48
7144,62517,47
7145,62525,46
7146,62532,45
7147,62540,44
7148,62546,43
7149,62554,42
7150,62561,41
7151,62568,40
7152,62574,39
7153,62581,38
7154,62587,37
7155,62594,36
7156,62600,35
7157,62607,34
7158,62613,33
7159,62619,32
7160,62625,31
7161,62631,30
7162,62638,29
7163,62644,28
7164,62649,27
7165,62656,26
7166,62661,25
7167,62667,24
7168,62673,23
7169,62679,22
7170,62685,21
7171,62690,20
7172,62696,19
7173,62701,18
7174,62707,17
7175,62713,16
7176,62718,15
7177,62724,14
7178,62729,13
7179,62735,12
7180,62740,11
7181,62745,10
7182,62751,9
7183,62756,8
7184,62761,7
7185,62767,6
7186,62772,5
7187,62777,4
7188,62782,3
7189,62788,2
7190,62793,1
7191,62798,0
7192,62803,-1
7193,62808,-2
7194,62813,-3
7195,62819,-4
7196,62823,-5
7197,62829,-6
7198,62834,-7
7199,62839,-8
7200,62844,-9
7201,62849,-10
7202,62854,-11
7203,62859,-12
7204,62864,-13
7205,62869,-14
7206,62874,-15
7207,62879,-16
7208,62884,-17
7209,62889,-18
7210,62894,-19
7211,62899,-20
7212,62904,-21
7213,62909,-22
7214,62914,-23
7215,62919,-24
7216,62924,-25
7217,62929,-26
7218,62934,-27
7219,62939,-28
7220,62944,-29
7221,62949,-30
7222,62954,-31
7223,62959,-32
7224,62963,-33
7225,62969,-34
7226,62974,-35
7227,62979,-36
7228,62983,-37
7229,62989,-38
7230,62994,-39
7231,62999,-40
7232,63003,-41
7233,63009,-42
7234,63014,-43
7235,63019,-44
7236,63023,-45
7237,63029,-46
7238,63034,-47
7239,63039,-48
7240,63044,-49
7241,63049,-50
7242,63054,-51
7243,63059,-52
7244,63064,-53
7245,63069,-54
7246,63075,-55
7247,63080,-56
7248,63085,-57
7249,63090,-58
7250,63096,-59
7251,63101,-60
7252,63106,-61
7253,63111,-62
7254,63117,-63
7255,63122,-64
7256,63127,-65
7257,63132,-66
7258,63138,-67
7259,63143,-68
7260,63149,-69
7261,63154,-70
7262,63160,-71
7263,63165,-72
7264,63170,-73
7265,63176,-74
7266,63182,-75
7267,63188,-76
7268,63193,-77
7269,63199,-78
7270,63205,-79
7271,63211,-80
7272,63216,-81
7273,63222,-82
7274,63228,-83
7275,63234,-84
7276,63240,-85
7277,63246,-86
7278,63253,-87
7279,63259,-88
7280,63265,-89
7281,63271,-90
7282,63278,-91
7283,63284,-92
7284,63290,-93
7285,63297,-94
7286,63304,-95
7287,63311,-96
7288,63317,-97
7289,63324,-98
7290,63331,-99
7291,63339,-100
7292,63346,-101
7293,63353,-102
7294,63361,-103
7295,63368,-104
7296,63376,-105
7297,63384,-106
7298,63392,-107
7299,63400,-108
7300,63408,-109
7301,63417,-110
7302,63426,-111
7303,63435,-112
7304,63444,-113
7305,63454,-114
7306,63464,-115
7307,63475,-116
7308,63485,-117
7309,63496,-118
7310,63508,-119
7311,63521,-120
7312,63533,-121
7313,63548,-122
7314,63563,-123
7315,63581,-124
7316,63599,-125
7317,63623,-126
7318,63655,-127
7319,63783,-126
7320,63814,-125
7321,63838,-124
7322,63856,-123
7323,63873,-122
7324,63889,-121
7325,63903,-120
7326,63916,-119
7327,63928,-118
7328,63940,-117
7329,63952,-116
7330,63962,-115
7331,63972,-114
7332,63983,-113
7333,63992,-112
7334,64001,-111
7335,64010,-110
7336,64019,-109
7337,64028,-108
7338,64036,-107
7339,64044,-106
7340,64053,-105
7341,64061,-104
7342,64068,-103
7343,64076,-102
7344,64083,-101
7345,64091,-100
7346,64097,-99
7347,64105,-98
7348,64112,-97
7349,64119,-96
7350,64125,-95
7351,64132,-94
7352,64139,-93
7353,64146,-92
7354,64152,-91
7355,64158,-90
7356,64165,-89
7357,64171,-88
7358,64177,-87
7359,64184,-86
7360,64190,-85
7361,64196,-84
7362,64202,-83
7363,64208,-82
7364,64214,-81
7365,64220,-80
7366,64225,-79
7367,64231,-78
7368,64237,-77
7369,64243,-76
7370,64248,-75
7371,64254,-74
7372,64260,-73
7373,64265,-72
7374,64271,-71
7375,64276,-70
7376,64282,-69
7377,64287,-68
7378,64293,-67
7379,64298,-66
7380,64304,-65
7381,64309,-64
7382,64314,-63
7383,64319,-62
7384,64325,-61
7385,64330,-60
7386,64335,-59
7387,64341,-58
7388,64346,-57
7389,64351,-56
7390,64356,-55
7391,64361,-54
7392,64367,-53
7393,64372,-52
7394,64377,-51
7395,64382,-50
7396,64387,-49
7397,64392,-48
7398,64397,-47
7399,64402,-46
7400,64407,-45
7401,64412,-44
7402,64417,-43
7403,64422,-42
7404,64427,-41
7405,64433,-40
7406,64437,-39
7407,64442,-38
7408,64447,-37
7409,64453,-36
7410,64457,-35
7411,64462,-34
7412,64467,-33
7413,64472,-32
7414,64477,-31
7415,64482,-30
7416,64487,-29
7417,64492,-28
7418,64497,-27
7419,64502,-26
7420,64507,-25
7421,64512,-24
7422,64517,-23
7423,64522,-22
7424,64527,-21
7425,64532,-20
7426,64537,-19
7427,64542,-18
7428,64547,-17
7429,64552,-16
7430,64557,-15
7431,64562,-14
7432,64567,-13
7433,64572,-12
7434,64577,-11
7435,64582,-10
7436,64587,-9
7437,64592,-8
7438,64597,-7
7439,64602,-6
7440,64607,-5
7441,64612,-4
7442,64617,-3
7443,64622,-2
7444,64628,-1
7445,64633,0
7446,64638,1
7447,64643,2
7448,64648,3
7449,64654,4
7450,64659,5
7451,64664,6
7452,64669,7
7453,64675,8
7454,64680,9
7455,64685,10
7456,64691,11
7457,64696,12
7458,64701,13
7459,64707,14
7460,64712,15
7461,64718,16
7462,64723,17
7463,64729,18
7464,64734,19
7465,64740,20
7466,64745,21
7467,64751,22
7468,64757,23
7469,64763,24
7470,64768,25
7471,64774,26
7472,64780,27
7473,64786,28
7474,64792,29
7475,64798,30
7476,64804,31
7477,64811,32
7478,64816,33
7479,64823,34
7480,64829,35
7481,64836,36
7482,64842,37
7483,64848,38
7484,64855,39
7485,64862,40
7486,64868,41
7487,64875,42
7488,64882,43
7489,64889,44
7490,64896,45
7491,64903,46
7492,64911,47
7493,64918,48
7494,64925,49
7495,64933,50
7496,64941,51
7497,64949,52
7498,64957,53
7499,64966,54
7500,64974,55
7501,64983,56
7502,64992,57
7503,65001,58
7504,65011,59
7505,65021,60
7506,65030,61
7507,65041,62
7508,65053,63
7509,65065,64
7510,65076,65
7511,65089,66
7512,65103,67
7513,65119,68
7514,65134,69
7515,65153,70
7516,65176,71
7517,65206,72
7518,65252,73
7519,65308,72
7520,65351,71
7521,65380,70
7522,65402,69
7523,65421,68
7524,65436,67
7525,65452,66
7526,65466,65
7527,65479,64
7528,65491,63
7529,65503,62
7530,65514,61
7531,65525,60
7532,65534,59
7533,65544,58
7534,65554,57
7535,65563,56
7536,65572,55
7537,65581,54
7538,65589,53
7539,65598,52
7540,65606,51
7541,65614,50
7542,65622,49
7543,65630,48
7544,65637,47
7545,65644,46
7546,65652,45
7547,65659,44
7548,65666,43
7549,65673,42
7550,65680,41
7551,65687,40
7552,65693,39
7553,65700,38
7554,65707,37
7555,65713,36
7556,65719,35
7557,65726,34
7558,65732,33
7559,65739,32
7560,65744,31
7561,65751,30
7562,65757,29
7563,65763,28
7564,65768,27
7565,65775,26
7566,65780,25
7567,65786,24
7568,65792,23
7569,65798,22
7570,65804,21
7571,65809,20
7572,65815,19
7573,65820,18
7574,65826,17
7575,65832,16
7576,65837,15
7577,65843,14
7578,65848,13
7579,65854,12
7580,65859,11
7581,65864,10
7582,65870,9
7583,65875,8
7584,65880,7
7585,65886,6
7586,65891,5
7587,65896,4
7588,65901,3
7589,65906,2
7590,65912,1
7591,65917,0
7592,65922,-1
7593,65927,-2
7594,65932,-3
7595,65937,-4
7596,65942,-5
7597,65947,-6
7598,65953,-7
7599,65958,-8
7600,65962,-9
7601,65968,-10
7602,65973,-11
7603,65978,-12
7604,65983,-13
7605,65988,-14
7606,65993,-15
7607,65998,-16
7608,66003,-17
7609,66008,-18
7610,66013,-19
7611,66018,-20
7612,66023,-21
7613,66028,-22
7614,66033,-23
7615,66038,-24
7616,66043,-25
7617,66048,-26
7618,66053,-27
7619,66058,-28
7620,66062,-29
7621,66067,-30
7622,66072,-31
7623,66078,-32
7624,66082,-33
7625,66087,-34
7626,66092,-35
7627,66097,-36
7628,66102,-37
7629,66107,-38
7630,66112,-39
7631,66117,-40
7632,66122,-41
7633,66127,-42
7634,66132,-43
7635,66137,-44
7636,66142,-45
7637,66147,-46
7638,66152,-47
7639,66158,-48
7640,66162,-49
7641,66168,-50
7642,66173,-51
7643,66178,-52
7644,66183,-53
7645,66188,-54
7646,66193,-55
7647,66199,-56
7648,66203,-57
7649,66209,-58
7650,66214,-59
7651,66219,-60
7652,66224,-61
7653,66230,-62
7654,66235,-63
7655,66241,-64
7656,66246,-65
7657,66251,-66
7658,66256,-67
7659,66262,-68
7660,66267,-69
7661,66273,-70
7662,66278,-71
7663,66284,-72
7664,66289,-73
7665,66295,-74
7666,66301,-75
7667,66306,-76
7668,66312,-77
7669,66317,-78
7670,66323,-79
7671,66329,-80
7672,66335,-81
7673,66341,-82
7674,66347,-83
7675,66353,-84
7676,66359,-85
7677,66365,-86
7678,66371,-87
7679,66377,-88
7680,66383,-89
7681,66390,-90
7682,66396,-91
7683,66403,-92
7684,66409,-93
7685,66416,-94
7686,66422,-95
7687,66429,-96
7688,66436,-97
7689,66443,-98
7690,66450,-99
7691,66457,-100
7692,66464,-101
7693,66471,-102
7694,66479,-103
7695,66487,-104
7696,66494,-105
7697,66502,-106
7698,66510,-107
7699,66519,-108
7700,66526,-109
7701,66535,-110
7702,66544,-111
7703,66553,-112
7704,66562,-113
7705,66572,-114
7706,66582,-115
7707,66593,-116
7708,66603,-117
7709,66614,-118
7710,66626,-119
7711,66639,-120
7712,66651,-121
7713,66666,-122
7714,66681,-123
7715,66699,-124
7716,66717,-125
7717,66741,-126
7718,66772,-127
7719,66903,-126
7720,66933,-125
7721,66957,-124
7722,66975,-123
7723,66992,-122
7724,67008,-121
7725,67022,-120
7726,67035,-119
7727,67047,-118
7728,67059,-117
7729,67071,-116
7730,67081,-115
7731,67091,-114
7732,67101,-113
7733,67111,-112
7734,67120,-111
7735,67129,-110
7736,67138,-109
7737,67147,-108
7738,67155,-107
7739,67163,-106
7740,67171,-105
7741,67179,-104
7742,67187,-103
7743,67194,-102
7744,67202,-101
7745,67209,-100
7746,67216,-99
7747,67223,-98
7748,67231,-97
7749,67238,-96
7750,67244,-95
7751,67251,-94
7752,67258,-93
7753,67264,-92
7754,67270,-91
7755,67277,-90
7756,67284,-89
7757,67290,-88
7758,67296,-87
7759,67302,-86
7760,67308,-85
7761,67315,-84
7762,67320,-83
7763,67326,-82
7764,67332,-81
7765,67338,-80
7766,67344,-79
7767,67350,-78
7768,67356,-77
7769,67362,-76
7770,67367,-75
7771,67373,-74
7772,67378,-73
7773,67384,-72
7774,67389,-71
7775,67395,-70
7776,67400,-69
7777,67406,-68
7778,67411,-67
7779,67417,-66
7780,67422,-65
7781,67428,-64
7782,67433,-63
7783,67438,-62
7784,67443,-61
7785,67449,-60
7786,67454,-59
7787,67459,-58
7788,67464,-57
7789,67470,-56
7790,67475,-55
7791,67480,-54
7792,67485,-53
7793,67490,-52
7794,67495,-51
7795,67500,-50
7796,67506,-49
7797,67511,-48
7798,67516,-47
7799,67521,-46
7800,67526,-45
7801,67531,-44
7802,67536,-43
7803,67541,-42
7804,67546,-41
7805,67551,-40
7806,67556,-39
7807,67561,-38
7808,67566,-37
7809,67571,-36
7810,67576,-35
7811,67581,-34
7812,67586,-33
7813,67591,-32
7814,67596,-31
7815,67601,-30
7816,67606,-29
7817,67611,-28
7818,67615,-27
7819,67621,-26
7820,67626,-25
7821,67631,-24
7822,67635,-23
7823,67640,-22
7824,67645,-21
7825,67651,-20
7826,67655,-19
7827,67660,-18
7828,67665,-17
7829,67671,-16
7830,67675,-15
7831,67680,-14
7832,67685,-13
7833,67691,-12
7834,67695,-11
7835,67700,-10
7836,67706,-9
7837,67711,-8
7838,67715,-7
7839,67721,-6
7840,67726,-5
7841,67731,-4
7842,67736,-3
7843,67741,-2
7844,67746,-1
7845,67752,0
7846,67756,1
7847,67762,2
7848,67767,3
7849,67772,4
7850,67777,5
7851,67782,6
7852,67788,7
7853,67793,8
7854,67798,9
7855,67804,10
7856,67809,11
7857,67815,12
7858,67820,13
7859,67825,14
7860,67831,15
7861,67836,16
7862,67842,17
7863,67847,18
7864,67853,19
7865,67859,20
7866,67864,21
7867,67870,22
7868,67876,23
7869,67882,24
7870,67887,25
7871,67893,26
7872,67899,27
7873,67905,28
7874,67910,29
7875,67917,30
7876,67923,31
7877,67929,32
7878,67935,33
7879,67941,34
7880,67948,35
7881,67954,36
7882,67960,37
7883,67967,38
7884,67974,39
7885,67980,40
7886,67987,41
7887,67994,42
7888,68001,43
7889,68008,44
7890,68014,45
7891,68022,46
7892,68029,47
7893,68037,48
7894,68044,49
7895,68052,50
7896,68060,51
7897,68068,52
7898,68076,53
7899,68084,54
7900,68093,55
7901,68102,56
7902,68110,57
7903,68120,58
7904,68129,59
7905,68140,60
7906,68149,61
7907,68160,62
7908,68171,63
7909,68184,64
7910,68195,65
7911,68208,66
7912,68222,67
7913,68238,68
7914,68253,69
7915,68273,70
7916,68295,71
7917,68325,72
7918,68375,73
7919,68423,72
7920,68468,71
7921,68498,70
7922,68520,69
7923,68539,68
7924,68554,67
7925,68570,66
7926,68584,65
7927,68597,64
7928,68609,63
7929,68621,62
7930,68632,61
7931,68643,60
7932,68652,59
7933,68662,58
7934,68672,57
7935,68681,56
7936,68690,55
7937,68699,54
7938,68708,53
7939,68716,52
7940,68724,51
7941,68732,50
7942,68740,49
7943,68748,48
7944,68755,47
7945,68763,46
7946,68770,45
7947,68777,44
7948,68784,43
7949,68791,42
7950,68798,41
7951,68805,40
7952,68811,39
7953,68818,38
7954,68825,37
7955,68831,36
7956,68837,35
7957,68844,34
7958,68850,33
7959,68857,32
7960,68863,31
7961,68869,30
7962,68875,29
7963,68881,28
7964,68887,27
7965,68893,26
7966,68899,25
7967,68905,24
7968,68910,23
7969,68916,22
7970,68922,21
7971,68928,20
7972,68933,19
7973,68939,18
7974,68944,17
7975,68950,16
7976,68955,15
7977,68961,14
7978,68966,13
7979,68972,12
7980,68977,11
7981,68983,10
7982,68988,9
7983,68993,8
7984,68998,7
7985,69004,6
7986,69009,5
7987,69015,4
7988,69019,3
7989,69025,2
7990,69030,1
7991,69035,0
7992,69040,-1
7993,69045,-2
7994,69051,-3
7995,69056,-4
7996,69061,-5
7997,69066,-6
7998,69071,-7
7999,69076,-8
8000,69081,-9
8001,69086,-10
8002,69091,-11
8003,69096,-12
8004,69101,-13
8005,69106,-14
8006,69111,-15
8007,69117,-16
8008,69121,-17
8009,69126,-18
8010,69131,-19
8011,69137,-20
8012,69141,-21
8013,69146,-22
8014,69151,-23
8015,69156,-24
8016,69161,-25
8017,69166,-26
8018,69171,-27
8019,69176,-28
8020,69181,-29
8021,69186,-30
8022,69191,-31
8023,69196,-32
8024,69201,-33
8025,69206,-34
8026,69211,-35
8027,69216,-36
8028,69221,-37
8029,69226,-38
8030,69231,-39
8031,69236,-40
8032,69241,-41
8033,69246,-42
8034,69251,-43
8035,69256,-44
8036,69261,-45
8037,69266,-46
8038,69271,-47
8039,69276,-48
8040,69281,-49
8041,69286,-50
8042,69291,-51
8043,69297,-52
8044,69302,-53
8045,69307,-54
8046,69312,-55
8047,69317,-56
8048,69322,-57
8049,69327,-58
8050,69333,-59
8051,69338,-60
8052,69343,-61
8053,69348,-62
8054,69354,-63
8055,69359,-64
8056,69364,-65
8057,69370,-66
8058,69375,-67
8059,69381,-68
8060,69386,-69
8061,69391,-70
8062,69397,-71
8063,69403,-72
8064,69408,-73
8065,69414,-74
8066,69419,-75
8067,69425,-76
8068,69430,-77
8069,69436,-78
8070,69442,-79
8071,69448,-80
8072,69454,-81
8073,69460,-82
