n,msec,pos
# Quadrature Readout v0.1 26-March-2021 J.Beale
34485,277943,20
34486,277948,19
34487,277954,18
34488,277960,17
34489,277965,16
34490,277971,15
34491,277976,14
34492,277982,13
34493,277988,12
34494,277993,11
34495,277998,10
34496,278004,9
34497,278009,8
34498,278014,7
34499,278020,6
34500,278026,5
34501,278031,4
34502,278036,3
34503,278041,2
34504,278047,1
34505,278052,0
34506,278057,-1
34507,278062,-2
34508,278068,-3
34509,278073,-4
34510,278078,-5
34511,278083,-6
34512,278088,-7
34513,278094,-8
34514,278098,-9
34515,278104,-10
34516,278109,-11
34517,278114,-12
34518,278119,-13
34519,278124,-14
34520,278129,-15
34521,278134,-16
34522,278139,-17
34523,278144,-18
34524,278150,-19
34525,278155,-20
34526,278159,-21
34527,278165,-22
34528,278170,-23
34529,278175,-24
34530,278180,-25
34531,278185,-26
34532,278190,-27
34533,278195,-28
34534,278200,-29
34535,278205,-30
34536,278210,-31
34537,278215,-32
34538,278220,-33
34539,278225,-34
34540,278230,-35
34541,278235,-36
34542,278240,-37
34543,278245,-38
34544,278251,-39
34545,278256,-40
34546,278260,-41
34547,278266,-42
34548,278271,-43
34549,278276,-44
34550,278281,-45
34551,278286,-46
34552,278291,-47
34553,278297,-48
34554,278301,-49
34555,278307,-50
34556,278312,-51
34557,278317,-52
34558,278322,-53
34559,278328,-54
34560,278333,-55
34561,278338,-56
34562,278343,-57
34563,278349,-58
34564,278354,-59
34565,278359,-60
34566,278364,-61
34567,278370,-62
34568,278375,-63
34569,278381,-64
34570,278386,-65
34571,278392,-66
34572,278397,-67
34573,278403,-68
34574,278408,-69
34575,278414,-70
34576,278419,-71
34577,278425,-72
34578,278430,-73
34579,278436,-74
34580,278442,-75
34581,278448,-76
34582,278453,-77
34583,278459,-78
34584,278465,-79
34585,278471,-80
34586,278477,-81
34587,278483,-82
34588,278489,-83
34589,278495,-84
34590,278501,-85
34591,278508,-86
34592,278514,-87
34593,278521,-88
34594,278526,-89
34595,278533,-90
34596,278540,-91
34597,278546,-92
34598,278553,-93
34599,278560,-94
34600,278567,-95
34601,278574,-96
34602,278580,-97
34603,278588,-98
34604,278595,-99
34605,278602,-100
34606,278609,-101
34607,278617,-102
34608,278625,-103
34609,278633,-104
34610,278641,-105
34611,278649,-106
34612,278657,-107
34613,278666,-108
34614,278674,-109
34615,278684,-110
34616,278693,-111
34617,278703,-112
34618,278712,-113
34619,278722,-114
34620,278733,-115
34621,278745,-116
34622,278755,-117
34623,278768,-118
34624,278781,-119
34625,278795,-120
34626,278809,-121
34627,278825,-122
34628,278844,-123
34629,278865,-124
34630,278890,-125
34631,278930,-126
34632,279021,-125
34633,279060,-124
34634,279084,-123
34635,279105,-122
34636,279124,-121
34637,279140,-120
34638,279154,-119
34639,279168,-118
34640,279181,-117
34641,279193,-116
34642,279204,-115
34643,279215,-114
34644,279226,-113
34645,279237,-112
34646,279246,-111
34647,279256,-110
34648,279265,-109
34649,279274,-108
34650,279282,-107
34651,279291,-106
34652,279300,-105
34653,279308,-104
34654,279315,-103
34655,279323,-102
34656,279331,-101
34657,279339,-100
34658,279346,-99
34659,279354,-98
34660,279361,-97
34661,279368,-96
34662,279375,-95
34663,279382,-94
34664,279389,-93
34665,279396,-92
34666,279402,-91
34667,279409,-90
34668,279415,-89
34669,279422,-88
34670,279428,-87
34671,279435,-86
34672,279441,-85
34673,279447,-84
34674,279453,-83
34675,279459,-82
34676,279465,-81
34677,279472,-80
34678,279477,-79
34679,279483,-78
34680,279489,-77
34681,279495,-76
34682,279501,-75
34683,279506,-74
34684,279512,-73
34685,279518,-72
34686,279523,-71
34687,279529,-70
34688,279535,-69
34689,279541,-68
34690,279546,-67
34691,279551,-66
34692,279557,-65
34693,279562,-64
34694,279568,-63
34695,279573,-62
34696,279579,-61
34697,279584,-60
34698,279589,-59
34699,279594,-58
34700,279600,-57
34701,279605,-56
34702,279610,-55
34703,279616,-54
34704,279621,-53
34705,279626,-52
34706,279631,-51
34707,279636,-50
34708,279642,-49
34709,279647,-48
34710,279652,-47
34711,279657,-46
34712,279662,-45
34713,279668,-44
34714,279672,-43
34715,279678,-42
34716,279683,-41
34717,279688,-40
34718,279693,-39
34719,279698,-38
34720,279703,-37
34721,279708,-36
34722,279713,-35
34723,279718,-34
34724,279723,-33
34725,279729,-32
34726,279733,-31
34727,279738,-30
34728,279743,-29
34729,279749,-28
34730,279753,-27
34731,279758,-26
34732,279764,-25
34733,279769,-24
34734,279773,-23
34735,279779,-22
34736,279784,-21
34737,279789,-20
34738,279794,-19
34739,279799,-18
34740,279804,-17
34741,279809,-16
34742,279814,-15
34743,279819,-14
34744,279824,-13
34745,279830,-12
34746,279834,-11
34747,279840,-10
34748,279845,-9
34749,279850,-8
34750,279855,-7
34751,279860,-6
34752,279865,-5
34753,279871,-4
34754,279875,-3
34755,279881,-2
34756,279886,-1
34757,279892,0
34758,279896,1
34759,279902,2
34760,279907,3
34761,279913,4
34762,279918,5
34763,279923,6
34764,279928,7
34765,279934,8
34766,279939,9
34767,279945,10
34768,279950,11
34769,279956,12
34770,279961,13
34771,279967,14
34772,279972,15
34773,279978,16
34774,279983,17
34775,279989,18
34776,279995,19
34777,280001,20
34778,280006,21
34779,280012,22
34780,280018,23
34781,280024,24
34782,280029,25
34783,280035,26
34784,280042,27
34785,280048,28
34786,280053,29
34787,280060,30
34788,280066,31
34789,280073,32
34790,280078,33
34791,280085,34
34792,280092,35
34793,280098,36
34794,280104,37
34795,280111,38
34796,280118,39
34797,280125,40
34798,280132,41
34799,280139,42
34800,280146,43
34801,280153,44
34802,280160,45
34803,280168,46
34804,280175,47
34805,280183,48
34806,280191,49
34807,280199,50
34808,280207,51
34809,280216,52
34810,280224,53
34811,280233,54
34812,280242,55
34813,280251,56
34814,280260,57
34815,280270,58
34816,280280,59
34817,280291,60
34818,280301,61
34819,280313,62
34820,280325,63
34821,280339,64
34822,280351,65
34823,280366,66
34824,280383,67
34825,280401,68
34826,280420,69
34827,280446,70
34828,280482,71
34829,280588,70
34830,280623,69
34831,280648,68
34832,280667,67
34833,280685,66
34834,280701,65
34835,280716,64
34836,280729,63
34837,280742,62
34838,280754,61
34839,280766,60
34840,280776,59
34841,280787,58
34842,280797,57
34843,280807,56
34844,280816,55
34845,280825,54
34846,280835,53
34847,280843,52
34848,280851,51
34849,280860,50
34850,280868,49
34851,280876,48
34852,280884,47
34853,280892,46
34854,280899,45
34855,280907,44
34856,280914,43
34857,280921,42
34858,280928,41
34859,280936,40
34860,280942,39
34861,280949,38
34862,280956,37
34863,280963,36
34864,280969,35
34865,280976,34
34866,280982,33
34867,280989,32
34868,280995,31
34869,281001,30
34870,281007,29
34871,281014,28
34872,281019,27
34873,281026,26
34874,281032,25
34875,281038,24
34876,281043,23
34877,281049,22
34878,281055,21
34879,281061,20
34880,281066,19
34881,281072,18
34882,281078,17
34883,281084,16
34884,281089,15
34885,281095,14
34886,281100,13
34887,281106,12
34888,281111,11
34889,281117,10
34890,281122,9
34891,281128,8
34892,281133,7
34893,281139,6
34894,281144,5
34895,281150,4
34896,281154,3
34897,281160,2
34898,281165,1
34899,281171,0
34900,281176,-1
34901,281181,-2
34902,281186,-3
34903,281192,-4
34904,281196,-5
34905,281202,-6
34906,281207,-7
34907,281212,-8
34908,281217,-9
34909,281222,-10
34910,281227,-11
34911,281233,-12
34912,281238,-13
34913,281243,-14
34914,281248,-15
34915,281253,-16
34916,281258,-17
34917,281263,-18
34918,281268,-19
34919,281273,-20
34920,281278,-21
34921,281283,-22
34922,281288,-23
34923,281294,-24
34924,281298,-25
34925,281304,-26
34926,281309,-27
34927,281314,-28
34928,281318,-29
34929,281324,-30
34930,281329,-31
34931,281334,-32
34932,281339,-33
34933,281344,-34
34934,281349,-35
34935,281354,-36
34936,281359,-37
34937,281364,-38
34938,281369,-39
34939,281374,-40
34940,281379,-41
34941,281384,-42
34942,281390,-43
34943,281395,-44
34944,281400,-45
34945,281405,-46
34946,281410,-47
34947,281415,-48
34948,281420,-49
34949,281425,-50
34950,281431,-51
34951,281436,-52
34952,281441,-53
34953,281446,-54
34954,281452,-55
34955,281457,-56
34956,281462,-57
34957,281467,-58
34958,281473,-59
34959,281478,-60
34960,281483,-61
34961,281489,-62
34962,281494,-63
34963,281500,-64
34964,281505,-65
34965,281510,-66
34966,281516,-67
34967,281521,-68
34968,281527,-69
34969,281532,-70
34970,281538,-71
34971,281544,-72
34972,281549,-73
34973,281555,-74
34974,281561,-75
34975,281567,-76
34976,281572,-77
34977,281578,-78
34978,281584,-79
34979,281590,-80
34980,281596,-81
34981,281602,-82
34982,281608,-83
34983,281614,-84
34984,281620,-85
34985,281626,-86
34986,281633,-87
34987,281639,-88
34988,281645,-89
34989,281652,-90
34990,281659,-91
34991,281665,-92
34992,281672,-93
34993,281679,-94
34994,281686,-95
34995,281693,-96
34996,281699,-97
34997,281707,-98
34998,281714,-99
34999,281721,-100
35000,281729,-101
35001,281736,-102
35002,281744,-103
35003,281752,-104
35004,281760,-105
35005,281768,-106
35006,281777,-107
35007,281785,-108
35008,281794,-109
35009,281803,-110
35010,281812,-111
35011,281822,-112
35012,281831,-113
35013,281842,-114
35014,281853,-115
35015,281864,-116
35016,281875,-117
35017,281887,-118
35018,281900,-119
35019,281915,-120
35020,281929,-121
35021,281945,-122
35022,281964,-123
35023,281986,-124
35024,282011,-125
35025,282054,-126
35026,282135,-125
35027,282176,-124
35028,282201,-123
35029,282222,-122
35030,282241,-121
35031,282258,-120
35032,282271,-119
35033,282286,-118
35034,282299,-117
35035,282311,-116
35036,282322,-115
35037,282333,-114
35038,282344,-113
35039,282355,-112
35040,282364,-111
35041,282374,-110
35042,282383,-109
35043,282392,-108
35044,282400,-107
35045,282409,-106
35046,282418,-105
35047,282426,-104
35048,282434,-103
35049,282442,-102
35050,282450,-101
35051,282457,-100
35052,282464,-99
35053,282472,-98
35054,282479,-97
35055,282487,-96
35056,282493,-95
35057,282500,-94
35058,282507,-93
35059,282514,-92
35060,282520,-91
35061,282527,-90
35062,282534,-89
35063,282540,-88
35064,282546,-87
35065,282553,-86
35066,282559,-85
35067,282566,-84
35068,282571,-83
35069,282578,-82
35070,282584,-81
35071,282590,-80
35072,282596,-79
35073,282602,-78
35074,282608,-77
35075,282614,-76
35076,282619,-75
35077,282625,-74
35078,282631,-73
35079,282637,-72
35080,282642,-71
35081,282648,-70
35082,282653,-69
35083,282659,-68
35084,282664,-67
35085,282670,-66
35086,282675,-65
35087,282681,-64
35088,282686,-63
35089,282692,-62
35090,282697,-61
35091,282703,-60
35092,282708,-59
35093,282713,-58
35094,282718,-57
35095,282724,-56
35096,282729,-55
35097,282734,-54
35098,282739,-53
35099,282745,-52
35100,282750,-51
35101,282755,-50
35102,282760,-49
35103,282766,-48
35104,282770,-47
35105,282776,-46
35106,282781,-45
35107,282786,-44
35108,282791,-43
35109,282796,-42
35110,282801,-41
35111,282807,-40
35112,282811,-39
35113,282817,-38
35114,282822,-37
35115,282827,-36
35116,282832,-35
35117,282837,-34
35118,282842,-33
35119,282847,-32
35120,282852,-31
35121,282857,-30
35122,282862,-29
35123,282867,-28
35124,282872,-27
35125,282877,-26
35126,282882,-25
35127,282888,-24
35128,282892,-23
35129,282897,-22
35130,282903,-21
35131,282908,-20
35132,282913,-19
35133,282918,-18
35134,282923,-17
35135,282928,-16
35136,282933,-15
35137,282938,-14
35138,282943,-13
35139,282949,-12
35140,282953,-11
35141,282958,-10
35142,282964,-9
35143,282969,-8
35144,282974,-7
35145,282979,-6
35146,282984,-5
35147,282990,-4
35148,282994,-3
35149,283000,-2
35150,283005,-1
35151,283011,0
35152,283015,1
35153,283021,2
35154,283026,3
35155,283032,4
35156,283036,5
35157,283042,6
35158,283047,7
35159,283053,8
35160,283058,9
35161,283064,10
35162,283069,11
35163,283075,12
35164,283080,13
35165,283086,14
35166,283091,15
35167,283097,16
35168,283102,17
35169,283108,18
35170,283114,19
35171,283120,20
35172,283125,21
35173,283131,22
35174,283137,23
35175,283143,24
35176,283149,25
35177,283155,26
35178,283161,27
35179,283167,28
35180,283173,29
35181,283179,30
35182,283185,31
35183,283192,32
35184,283198,33
35185,283204,34
35186,283211,35
35187,283218,36
35188,283224,37
35189,283231,38
35190,283237,39
35191,283245,40
35192,283251,41
35193,283258,42
35194,283265,43
35195,283273,44
35196,283280,45
35197,283287,46
35198,283295,47
35199,283303,48
35200,283310,49
35201,283319,50
35202,283327,51
35203,283336,52
35204,283344,53
35205,283353,54
35206,283362,55
35207,283371,56
35208,283380,57
35209,283390,58
35210,283400,59
35211,283412,60
35212,283422,61
35213,283434,62
35214,283446,63
35215,283460,64
35216,283472,65
35217,283487,66
35218,283504,67
35219,283523,68
35220,283543,69
35221,283569,70
35222,283609,71
35223,283698,70
35224,283737,69
35225,283763,68
35226,283782,67
35227,283801,66
35228,283818,65
35229,283833,64
35230,283845,63
35231,283859,62
35232,283871,61
35233,283883,60
35234,283893,59
35235,283904,58
35236,283914,57
35237,283924,56
35238,283933,55
35239,283943,54
35240,283952,53
35241,283961,52
35242,283969,51
35243,283978,50
35244,283986,49
35245,283994,48
35246,284001,47
35247,284009,46
35248,284017,45
35249,284025,44
35250,284032,43
35251,284039,42
35252,284046,41
35253,284053,40
35254,284060,39
35255,284067,38
35256,284074,37
35257,284081,36
35258,284087,35
35259,284094,34
35260,284100,33
35261,284107,32
35262,284113,31
35263,284119,30
35264,284125,29
35265,284132,28
35266,284138,27
35267,284144,26
35268,284150,25
35269,284156,24
35270,284161,23
35271,284168,22
35272,284173,21
35273,284179,20
35274,284185,19
35275,284191,18
35276,284196,17
35277,284202,16
35278,284208,15
35279,284213,14
35280,284219,13
35281,284225,12
35282,284230,11
35283,284235,10
35284,284241,9
35285,284246,8
35286,284252,7
35287,284257,6
35288,284263,5
35289,284268,4
35290,284273,3
35291,284278,2
35292,284284,1
35293,284289,0
35294,284294,-1
35295,284300,-2
35296,284305,-3
35297,284310,-4
35298,284315,-5
35299,284320,-6
35300,284326,-7
35301,284331,-8
35302,284336,-9
35303,284341,-10
35304,284346,-11
35305,284351,-12
35306,284356,-13
35307,284361,-14
35308,284367,-15
35309,284372,-16
35310,284377,-17
35311,284382,-18
35312,284387,-19
35313,284392,-20
35314,284397,-21
35315,284402,-22
35316,284407,-23
35317,284412,-24
35318,284417,-25
35319,284422,-26
35320,284428,-27
35321,284433,-28
35322,284437,-29
35323,284443,-30
35324,284448,-31
35325,284453,-32
35326,284458,-33
35327,284463,-34
35328,284468,-35
35329,284473,-36
35330,284478,-37
35331,284483,-38
35332,284488,-39
35333,284493,-40
35334,284498,-41
35335,284503,-42
35336,284509,-43
35337,284514,-44
35338,284519,-45
35339,284524,-46
35340,284529,-47
35341,284534,-48
35342,284539,-49
35343,284545,-50
35344,284550,-51
35345,284555,-52
35346,284560,-53
35347,284565,-54
35348,284571,-55
35349,284576,-56
35350,284581,-57
35351,284587,-58
35352,284592,-59
35353,284597,-60
35354,284602,-61
35355,284608,-62
35356,284613,-63
35357,284619,-64
35358,284624,-65
35359,284630,-66
35360,284635,-67
35361,284641,-68
35362,284646,-69
35363,284652,-70
35364,284657,-71
35365,284663,-72
35366,284669,-73
35367,284674,-74
35368,284680,-75
35369,284686,-76
35370,284692,-77
35371,284698,-78
35372,284704,-79
35373,284710,-80
35374,284715,-81
35375,284722,-82
35376,284728,-83
35377,284734,-84
35378,284740,-85
35379,284746,-86
35380,284753,-87
35381,284759,-88
35382,284765,-89
35383,284772,-90
35384,284778,-91
35385,284785,-92
35386,284792,-93
35387,284798,-94
35388,284805,-95
35389,284813,-96
35390,284819,-97
35391,284827,-98
35392,284834,-99
35393,284842,-100
35394,284849,-101
35395,284856,-102
35396,284864,-103
35397,284872,-104
35398,284880,-105
35399,284888,-106
35400,284897,-107
35401,284906,-108
35402,284914,-109
35403,284923,-110
35404,284933,-111
35405,284943,-112
35406,284952,-113
35407,284963,-114
35408,284973,-115
35409,284985,-116
35410,284996,-117
35411,285009,-118
35412,285022,-119
35413,285036,-120
35414,285051,-121
35415,285068,-122
35416,285087,-123
35417,285110,-124
35418,285136,-125
35419,285189,-126
35420,285240,-125
35421,285289,-124
35422,285315,-123
35423,285338,-122
35424,285357,-121
35425,285374,-120
35426,285388,-119
35427,285402,-118
35428,285415,-117
35429,285428,-116
35430,285439,-115
35431,285451,-114
35432,285461,-113
35433,285472,-112
35434,285481,-111
35435,285491,-110
35436,285500,-109
35437,285510,-108
35438,285518,-107
35439,285527,-106
35440,285535,-105
35441,285544,-104
35442,285551,-103
35443,285560,-102
35444,285567,-101
35445,285575,-100
35446,285582,-99
35447,285590,-98
35448,285597,-97
35449,285605,-96
35450,285611,-95
35451,285618,-94
35452,285625,-93
35453,285632,-92
35454,285639,-91
35455,285645,-90
35456,285652,-89
35457,285659,-88
35458,285665,-87
35459,285671,-86
35460,285678,-85
35461,285684,-84
35462,285690,-83
35463,285696,-82
35464,285702,-81
35465,285709,-80
35466,285714,-79
35467,285720,-78
35468,285726,-77
35469,285732,-76
35470,285738,-75
35471,285744,-74
35472,285749,-73
35473,285755,-72
35474,285761,-71
35475,285766,-70
35476,285772,-69
35477,285778,-68
35478,285783,-67
35479,285789,-66
35480,285794,-65
35481,285800,-64
35482,285805,-63
35483,285810,-62
35484,285816,-61
35485,285821,-60
35486,285826,-59
35487,285832,-58
35488,285837,-57
35489,285843,-56
35490,285848,-55
35491,285853,-54
35492,285858,-53
35493,285864,-52
35494,285869,-51
35495,285874,-50
35496,285879,-49
35497,285885,-48
35498,285889,-47
35499,285895,-46
35500,285900,-45
35501,285905,-44
35502,285910,-43
35503,285915,-42
35504,285920,-41
35505,285926,-40
35506,285930,-39
35507,285936,-38
35508,285941,-37
35509,285946,-36
35510,285951,-35
35511,285956,-34
35512,285961,-33
35513,285966,-32
35514,285971,-31
35515,285976,-30
35516,285981,-29
35517,285987,-28
35518,285991,-27
35519,285996,-26
35520,286002,-25
35521,286007,-24
35522,286012,-23
35523,286017,-22
35524,286022,-21
35525,286027,-20
35526,286032,-19
35527,286037,-18
35528,286042,-17
35529,286048,-16
35530,286052,-15
35531,286057,-14
35532,286063,-13
35533,286068,-12
35534,286073,-11
35535,286078,-10
35536,286083,-9
35537,286088,-8
35538,286093,-7
35539,286099,-6
35540,286104,-5
35541,286109,-4
35542,286114,-3
35543,286119,-2
35544,286125,-1
35545,286130,0
35546,286135,1
35547,286140,2
35548,286146,3
35549,286151,4
35550,286156,5
35551,286162,6
35552,286167,7
35553,286173,8
35554,286178,9
35555,286183,10
35556,286189,11
35557,286195,12
35558,286200,13
35559,286205,14
35560,286211,15
35561,286217,16
35562,286222,17
35563,286228,18
35564,286234,19
35565,286240,20
35566,286245,21
35567,286251,22
35568,286257,23
35569,286263,24
35570,286269,25
35571,286275,26
35572,286281,27
35573,286287,28
35574,286293,29
35575,286299,30
35576,286305,31
35577,286312,32
35578,286318,33
35579,286325,34
35580,286331,35
35581,286338,36
35582,286344,37
35583,286351,38
35584,286358,39
35585,286365,40
35586,286371,41
35587,286379,42
35588,286386,43
35589,286394,44
35590,286400,45
35591,286408,46
35592,286416,47
35593,286424,48
35594,286431,49
35595,286439,50
35596,286448,51
35597,286457,52
35598,286464,53
35599,286474,54
35600,286483,55
35601,286492,56
35602,286501,57
35603,286512,58
35604,286522,59
35605,286533,60
35606,286543,61
35607,286556,62
35608,286568,63
35609,286582,64
35610,286595,65
35611,286610,66
35612,286627,67
35613,286647,68
35614,286667,69
35615,286695,70
35616,286744,71
35617,286803,70
35618,286849,69
35619,286878,68
35620,286898,67
35621,286917,66
35622,286934,65
35623,286949,64
35624,286962,63
35625,286976,62
35626,286988,61
35627,287000,60
35628,287011,59
35629,287022,58
35630,287032,57
35631,287042,56
35632,287051,55
35633,287061,54
35634,287070,53
35635,287079,52
35636,287087,51
35637,287096,50
35638,287104,49
35639,287112,48
35640,287120,47
35641,287128,46
35642,287135,45
35643,287143,44
35644,287150,43
35645,287157,42
35646,287165,41
35647,287172,40
35648,287179,39
35649,287186,38
35650,287192,37
35651,287199,36
35652,287206,35
35653,287212,34
35654,287219,33
35655,287226,32
35656,287231,31
35657,287238,30
35658,287244,29
35659,287251,28
35660,287256,27
35661,287263,26
35662,287269,25
35663,287275,24
35664,287280,23
35665,287286,22
35666,287292,21
35667,287298,20
35668,287304,19
35669,287310,18
35670,287315,17
35671,287321,16
35672,287327,15
35673,287332,14
35674,287338,13
35675,287344,12
35676,287349,11
35677,287355,10
35678,287360,9
35679,287366,8
35680,287371,7
35681,287376,6
35682,287382,5
35683,287387,4
35684,287392,3
35685,287398,2
35686,287403,1
35687,287409,0
35688,287413,-1
35689,287419,-2
35690,287424,-3
35691,287430,-4
35692,287434,-5
35693,287440,-6
35694,287445,-7
35695,287450,-8
35696,287455,-9
35697,287460,-10
35698,287466,-11
35699,287471,-12
35700,287476,-13
35701,287481,-14
35702,287486,-15
35703,287491,-16
35704,287496,-17
35705,287501,-18
35706,287507,-19
35707,287512,-20
35708,287517,-21
35709,287522,-22
35710,287527,-23
35711,287532,-24
35712,287537,-25
35713,287542,-26
35714,287547,-27
35715,287552,-28
35716,287557,-29
35717,287562,-30
35718,287567,-31
35719,287573,-32
35720,287577,-33
35721,287583,-34
35722,287588,-35
35723,287593,-36
35724,287598,-37
35725,287603,-38
35726,287608,-39
35727,287613,-40
35728,287618,-41
35729,287623,-42
35730,287628,-43
35731,287634,-44
35732,287639,-45
35733,287644,-46
35734,287649,-47
35735,287654,-48
35736,287659,-49
35737,287664,-50
35738,287670,-51
35739,287675,-52
35740,287680,-53
35741,287685,-54
35742,287691,-55
35743,287696,-56
35744,287701,-57
35745,287707,-58
35746,287712,-59
35747,287717,-60
35748,287722,-61
35749,287728,-62
35750,287733,-63
35751,287739,-64
35752,287744,-65
35753,287750,-66
35754,287755,-67
35755,287761,-68
35756,287766,-69
35757,287772,-70
35758,287778,-71
35759,287783,-72
35760,287789,-73
35761,287795,-74
35762,287801,-75
35763,287807,-76
35764,287812,-77
35765,287818,-78
35766,287824,-79
35767,287830,-80
35768,287836,-81
35769,287842,-82
35770,287848,-83
35771,287854,-84
35772,287860,-85
35773,287867,-86
35774,287873,-87
35775,287880,-88
35776,287886,-89
35777,287892,-90
35778,287899,-91
35779,287906,-92
35780,287912,-93
35781,287919,-94
35782,287926,-95
35783,287933,-96
35784,287940,-97
35785,287947,-98
35786,287955,-99
35787,287962,-100
35788,287969,-101
35789,287977,-102
35790,287985,-103
35791,287993,-104
35792,288001,-105
35793,288009,-106
35794,288018,-107
35795,288027,-108
35796,288035,-109
35797,288045,-110
35798,288054,-111
35799,288064,-112
35800,288074,-113
35801,288084,-114
35802,288095,-115
35803,288107,-116
35804,288118,-117
35805,288131,-118
35806,288144,-119
35807,288159,-120
35808,288173,-121
35809,288191,-122
35810,288210,-123
35811,288234,-124
35812,288262,-125
35813,288403,-124
35814,288430,-123
35815,288454,-122
35816,288473,-121
35817,288491,-120
35818,288505,-119
35819,288520,-118
35820,288533,-117
35821,288546,-116
35822,288557,-115
35823,288569,-114
35824,288580,-113
35825,288590,-112
35826,288600,-111
35827,288610,-110
35828,288619,-109
35829,288629,-108
35830,288637,-107
35831,288646,-106
35832,288654,-105
35833,288663,-104
35834,288670,-103
35835,288679,-102
35836,288686,-101
35837,288694,-100
35838,288701,-99
35839,288709,-98
35840,288716,-97
35841,288724,-96
35842,288730,-95
35843,288738,-94
35844,288745,-93
35845,288752,-92
35846,288758,-91
35847,288765,-90
35848,288771,-89
35849,288778,-88
35850,288784,-87
35851,288791,-86
35852,288797,-85
35853,288804,-84
35854,288809,-83
35855,288816,-82
35856,288822,-81
35857,288828,-80
35858,288834,-79
35859,288840,-78
35860,288846,-77
35861,288852,-76
35862,288857,-75
35863,288863,-74
35864,288869,-73
35865,288875,-72
35866,288880,-71
35867,288886,-70
35868,288892,-69
35869,288897,-68
35870,288903,-67
35871,288908,-66
35872,288914,-65
35873,288920,-64
35874,288925,-63
35875,288930,-62
35876,288936,-61
35877,288941,-60
35878,288946,-59
35879,288952,-58
35880,288957,-57
35881,288963,-56
35882,288968,-55
35883,288973,-54
35884,288978,-53
35885,288984,-52
35886,288989,-51
35887,288994,-50
35888,288999,-49
35889,289005,-48
35890,289009,-47
35891,289015,-46
35892,289020,-45
35893,289025,-44
35894,289030,-43
35895,289035,-42
35896,289040,-41
35897,289046,-40
35898,289051,-39
35899,289056,-38
35900,289061,-37
35901,289066,-36
35902,289071,-35
35903,289076,-34
35904,289081,-33
35905,289087,-32
35906,289091,-31
35907,289096,-30
35908,289102,-29
35909,289107,-28
35910,289111,-27
35911,289117,-26
35912,289122,-25
35913,289127,-24
35914,289132,-23
35915,289137,-22
35916,289142,-21
35917,289147,-20
35918,289152,-19
35919,289157,-18
35920,289162,-17
35921,289168,-16
35922,289172,-15
35923,289178,-14
35924,289183,-13
35925,289188,-12
35926,289193,-11
35927,289198,-10
35928,289203,-9
35929,289209,-8
35930,289214,-7
35931,289219,-6
35932,289224,-5
35933,289230,-4
35934,289234,-3
35935,289240,-2
35936,289245,-1
35937,289251,0
35938,289255,1
35939,289261,2
35940,289266,3
35941,289272,4
35942,289277,5
35943,289282,6
35944,289288,7
35945,289293,8
35946,289298,9
35947,289304,10
35948,289309,11
35949,289315,12
35950,289320,13
35951,289326,14
35952,289332,15
35953,289337,16
35954,289343,17
35955,289349,18
35956,289354,19
35957,289360,20
35958,289366,21
35959,289372,22
35960,289378,23
35961,289384,24
35962,289389,25
35963,289396,26
35964,289402,27
35965,289408,28
35966,289414,29
35967,289420,30
35968,289426,31
35969,289433,32
35970,289439,33
35971,289445,34
35972,289452,35
35973,289459,36
35974,289465,37
35975,289472,38
35976,289479,39
35977,289486,40
35978,289492,41
35979,289500,42
35980,289507,43
35981,289515,44
35982,289521,45
35983,289529,46
35984,289537,47
35985,289545,48
35986,289552,49
35987,289561,50
35988,289569,51
35989,289578,52
35990,289586,53
35991,289595,54
35992,289604,55
35993,289614,56
35994,289623,57
35995,289633,58
35996,289644,59
35997,289655,60
35998,289665,61
35999,289678,62
36000,289690,63
36001,289704,64
36002,289717,65
36003,289733,66
36004,289750,67
36005,289770,68
36006,289791,69
36007,289821,70
36008,289965,69
36009,289994,68
36010,290015,67
36011,290035,66
36012,290052,65
36013,290068,64
36014,290081,63
36015,290094,62
36016,290107,61
36017,290119,60
36018,290130,59
36019,290141,58
36020,290151,57
36021,290161,56
36022,290170,55
36023,290180,54
36024,290189,53
36025,290198,52
36026,290206,51
36027,290215,50
36028,290224,49
36029,290232,48
36030,290239,47
36031,290247,46
36032,290255,45
36033,290263,44
36034,290270,43
36035,290277,42
36036,290284,41
36037,290292,40
36038,290298,39
36039,290305,38
36040,290312,37
36041,290319,36
36042,290325,35
36043,290332,34
36044,290339,33
36045,290345,32
36046,290351,31
36047,290358,30
36048,290364,29
36049,290371,28
36050,290376,27
36051,290383,26
36052,290389,25
36053,290395,24
36054,290400,23
36055,290407,22
36056,290413,21
36057,290419,20
36058,290424,19
36059,290430,18
36060,290436,17
36061,290441,16
36062,290447,15
36063,290452,14
36064,290458,13
36065,290464,12
36066,290469,11
36067,290475,10
36068,290480,9
36069,290486,8
36070,290491,7
36071,290497,6
36072,290502,5
36073,290508,4
36074,290513,3
36075,290518,2
36076,290523,1
36077,290529,0
36078,290534,-1
36079,290539,-2
36080,290545,-3
36081,290550,-4
36082,290555,-5
36083,290560,-6
36084,290565,-7
36085,290571,-8
36086,290576,-9
36087,290581,-10
36088,290586,-11
36089,290591,-12
36090,290596,-13
36091,290601,-14
36092,290607,-15
36093,290612,-16
36094,290617,-17
36095,290622,-18
36096,290627,-19
36097,290632,-20
36098,290637,-21
36099,290642,-22
36100,290647,-23
36101,290653,-24
